"filename", "language", "JavaScript", "comment", "blank", "total"
"/Users/hayleycloud/Downloads/Argus/src/embeds/KeyValueEmbed.js", "JavaScript", 35, 39, 6, 80
"/Users/hayleycloud/Downloads/Argus/src/embeds/LineEmbed.js", "JavaScript", 30, 9, 8, 47
"/Users/hayleycloud/Downloads/Argus/src/embeds/MessageDeleteEmbed.js", "JavaScript", 41, 1, 5, 47
"/Users/hayleycloud/Downloads/Argus/src/embeds/ModerationEmbed.js", "JavaScript", 28, 4, 7, 39
"/Users/hayleycloud/Downloads/Argus/src/embeds/ModerationListEmbed.js", "JavaScript", 12, 3, 1, 16
"/Users/hayleycloud/Downloads/Argus/src/embeds/PurgeLogEmbed.js", "JavaScript", 18, 7, 1, 26
"/Users/hayleycloud/Downloads/Argus/src/embeds/UserActionEmbed.js", "JavaScript", 18, 9, 3, 30
"/Users/hayleycloud/Downloads/Argus/src/embeds/UserEmbed.js", "JavaScript", 7, 4, 1, 12
"/Users/hayleycloud/Downloads/Argus/src/events/EventListener.js", "JavaScript", 7, 14, 2, 23
"/Users/hayleycloud/Downloads/Argus/src/events/EventManager.js", "JavaScript", 20, 13, 6, 39
"/Users/hayleycloud/Downloads/Argus/src/events/discord/BanRemoveEventListener.js", "JavaScript", 33, 4, 4, 41
"/Users/hayleycloud/Downloads/Argus/src/events/discord/DiscordEventManager.js", "JavaScript", 46, 5, 6, 57
"/Users/hayleycloud/Downloads/Argus/src/events/discord/ErrorEventListener.js", "JavaScript", 10, 4, 2, 16
"/Users/hayleycloud/Downloads/Argus/src/events/discord/GuildAuditLogCreateEventListener.js", "JavaScript", 85, 19, 13, 117
"/Users/hayleycloud/Downloads/Argus/src/events/discord/GuildDeleteEventListener.js", "JavaScript", 11, 4, 2, 17
"/Users/hayleycloud/Downloads/Argus/src/events/discord/GuildMemberRemoveEventListener.js", "JavaScript", 25, 4, 5, 34
"/Users/hayleycloud/Downloads/Argus/src/events/discord/MessageDeleteBulkEventListener.js", "JavaScript", 50, 5, 8, 63
"/Users/hayleycloud/Downloads/Argus/src/events/discord/MessageDeleteEventListener.js", "JavaScript", 21, 4, 5, 30
"/Users/hayleycloud/Downloads/Argus/src/events/discord/WarnEventListener.js", "JavaScript", 13, 4, 2, 19
"/Users/hayleycloud/Downloads/Argus/src/events/discord/guildMemberAdd/GuildMemberAddEventListener.js", "JavaScript", 9, 8, 2, 19
"/Users/hayleycloud/Downloads/Argus/src/events/discord/guildMemberAdd/LogJoinEventListener.js", "JavaScript", 21, 0, 2, 23
"/Users/hayleycloud/Downloads/Argus/src/events/discord/guildMemberAdd/RestoreMutedRoleEventListener.js", "JavaScript", 38, 0, 7, 45
"/Users/hayleycloud/Downloads/Argus/src/events/discord/interactionCreate/CommandEventListener.js", "JavaScript", 35, 0, 1, 36
"/Users/hayleycloud/Downloads/Argus/src/events/discord/interactionCreate/DeleteConfirmationEventListener.js", "JavaScript", 26, 0, 3, 29
"/Users/hayleycloud/Downloads/Argus/src/events/discord/interactionCreate/InteractionCreateEventListener.js", "JavaScript", 8, 5, 3, 16
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageCreate/AutoModEventListener.js", "JavaScript", 7, 4, 1, 12
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageCreate/AutoResponseEventListener.js", "JavaScript", 52, 1, 7, 60
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageCreate/MessageCreateEventListener.js", "JavaScript", 9, 5, 3, 17
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageUpdate/AutoModMessageEditEventListener.js", "JavaScript", 7, 0, 2, 9
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageUpdate/LogMessageUpdateEventListener.js", "JavaScript", 49, 0, 6, 55
"/Users/hayleycloud/Downloads/Argus/src/events/discord/messageUpdate/MessageUpdateEventListener.js", "JavaScript", 9, 6, 3, 18
"/Users/hayleycloud/Downloads/Argus/src/events/rest/RateLimitEventListener.js", "JavaScript", 13, 0, 3, 16
"/Users/hayleycloud/Downloads/Argus/src/events/rest/RestEventManager.js", "JavaScript", 16, 0, 2, 18
"/Users/hayleycloud/Downloads/Argus/src/interval/CleanupConfirmationInterval.js", "JavaScript", 11, 0, 3, 14
"/Users/hayleycloud/Downloads/Argus/src/interval/Interval.js", "JavaScript", 7, 14, 2, 23
"/Users/hayleycloud/Downloads/Argus/src/interval/IntervalManager.js", "JavaScript", 31, 6, 3, 40
"/Users/hayleycloud/Downloads/Argus/src/interval/TransferMuteToTimeoutInterval.js", "JavaScript", 34, 0, 6, 40
"/Users/hayleycloud/Downloads/Argus/src/interval/UnbanInterval.js", "JavaScript", 41, 0, 4, 45
"/Users/hayleycloud/Downloads/Argus/src/interval/UnmuteInterval.js", "JavaScript", 41, 0, 4, 45
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/CommentInput.js", "JavaScript", 12, 0, 2, 14
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/CountInput.js", "JavaScript", 12, 0, 2, 14
"/Users/hayleycloud/Downloads/Argus/src/modals/inputs/DeleteMessageHistoryInput.js", "JavaScript", 12, 0, 2, 14
